Date,Close price,Inner
2019-03-21,48.772499,-1.638837639227983
2019-04-02,48.505001,-1.6446358144256963
2019-04-03,48.837502,-1.637428661282814
2019-04-04,48.922501,-1.635586258372772
2019-04-05,49.25,-1.628487526497858
2019-04-08,50.025002,-1.6116889060424608
2019-04-09,49.875,-1.614940286897672
2019-04-10,50.154999,-1.608871145232372
2019-04-11,49.737499,-1.6179207012852963
2019-04-12,49.717499,-1.6183542129525021
2019-04-15,49.807499,-1.6164034104500755
2019-04-16,49.8125,-1.6162950108576908
2019-04-17,50.782501,-1.595269673322619
2019-04-18,50.965,-1.591313901034948
2019-04-22,51.1325,-1.5876832408220984
2019-04-23,51.869999,-1.571697519769462
2019-04-24,51.790001,-1.5734315230871196
2019-04-25,51.32,-1.5836190689420426
2019-04-26,51.075001,-1.588929565189732
2019-04-29,51.1525,-1.5872497291548922
2019-04-30,50.1675,-1.6086001787647854
2019-05-01,52.630001,-1.5552240330644698
2019-05-02,52.287498,-1.5626479853921216
2019-05-03,52.9375,-1.5485588128567616
2019-05-06,52.119999,-1.5662786239293878
2019-05-07,50.715,-1.5967327968750222
2019-05-08,50.724998,-1.596516084392586
2019-05-09,50.18,-1.6083292339727813
2019-05-10,49.294998,-1.6275121685978116
2019-06-11,48.702499,-1.640354930063204
2019-06-12,48.547501,-1.6437146021328837
2019-06-13,48.537498,-1.6439314229932367
2019-06-18,49.612499,-1.6206301492053337
2019-06-19,49.467499,-1.6237731087925766
2019-06-20,49.865002,-1.6151569993801083
2019-06-21,49.695,-1.6188418919025258
2019-06-24,49.645,-1.6199256710705403
2019-06-25,48.892502,-1.6362365041979974
2019-06-26,49.950001,-1.6133145964700664
2019-06-27,49.935001,-1.613639730220471
2019-06-28,49.48,-1.6235021423249898
2019-07-01,50.387501,-1.6038315287499363
2019-07-02,50.682499,-1.5974372750098151
2019-07-03,51.102501,-1.588333486647324
2019-07-05,51.057499,-1.5893089312497037
2019-07-08,50.005001,-1.6121224393852502
2019-07-09,50.310001,-1.6055113864603594
2019-07-10,50.807499,-1.594727827089778
2019-07-11,50.4375,-1.602747771257505
2019-07-12,50.825001,-1.5943484610298062
2019-07-15,51.302502,-1.583998348299681
2019-07-16,51.125,-1.5878458076973003
2019-07-17,50.837502,-1.5940774945622191
2019-07-18,51.415001,-1.581559866847231
2019-07-19,50.647499,-1.5981959204274256
2019-07-22,51.805,-1.573106411012298
2019-07-23,52.209999,-1.564327821426961
2019-07-24,52.1675,-1.5652490120441906
2019-07-25,51.755001,-1.57419016850473
2019-07-26,51.935001,-1.5702885634998762
2019-07-29,52.419998,-1.5597759705968823
2019-07-30,52.195,-1.5646529335017825
2019-07-31,53.259998,-1.5415684805742325
2019-08-01,52.107498,-1.566549590396975
2019-08-02,51.005001,-1.590446856024953
2019-08-06,49.25,-1.628487526497858
2019-08-07,49.759998,-1.617433022335273
2019-08-08,50.857498,-1.5936440695973468
2019-08-09,50.247501,-1.606866110420378
2019-08-12,50.119999,-1.6096297906499826
2019-08-13,52.2425,-1.563623343292168
2019-08-14,50.6875,-1.5973288754174306
2019-08-15,50.435001,-1.6028019385403223
2019-08-16,51.625,-1.5770080160171518
2019-08-19,52.587502,-1.5561452236816988
2019-08-20,52.59,-1.5560910780744648
2019-08-21,53.16,-1.5437359955590955
2019-08-22,53.115002,-1.544711353459142
2019-08-23,50.66,-1.5979249539598388
2019-08-26,51.622501,-1.5770621832999692
2019-08-27,51.040001,-1.5896882106073427
2019-08-28,51.3825,-1.582264344982024
2019-08-29,52.252499,-1.5634066091341485
2019-08-30,52.185001,-1.564869667659802
2019-09-03,51.424999,-1.5813431543647947
2019-09-04,52.297501,-1.5624311645317686
2019-09-05,53.32,-1.5402679022214478
2019-09-06,53.314999,-1.5403763018138326
2019-09-09,53.5425,-1.5354450849237817
2019-09-10,54.174999,-1.5217353001239768
2019-09-11,55.897499,-1.4843991077858645
2019-09-12,55.772499,-1.4871085557059016
2019-09-13,54.6875,-1.510626541976241
2019-09-16,54.974998,-1.5043948551113224
2019-09-17,55.174999,-1.5000597167636796
2019-09-18,55.692501,-1.488842559023559
2019-09-19,55.240002,-1.49865073881851
2019-09-20,54.432499,-1.5161538374087
2019-09-23,54.68,-1.5107891088514431
2019-09-24,54.419998,-1.5164248038762875
2019-09-25,55.2575,-1.4982714594608717
2019-09-26,54.9725,-1.5044490007185565
2019-09-27,54.705002,-1.510247175916269
2019-09-30,55.9925,-1.482339905691053
2019-10-01,56.147499,-1.47898021194579
2019-10-02,54.740002,-1.5094885304986587
2019-10-03,55.205002,-1.4994093842361202
2019-10-04,56.752499,-1.4658664840128104
2019-10-07,56.764999,-1.4655955392208067
2019-10-08,56.099998,-1.4800098238309878
2019-10-09,56.7575,-1.4657580844204257
2019-10-10,57.522499,-1.449176284825381
2019-10-11,59.052502,-1.4160125772573762
2019-10-14,58.967499,-1.4178550668697516
2019-10-15,58.830002,-1.4208353945550423
2019-10-16,58.592499,-1.4259834106298632
2019-10-17,58.82,-1.4210521937398124
2019-10-18,59.102501,-1.414928819764945
2019-10-21,60.127499,-1.3927113901718067
2019-10-22,59.990002,-1.3956917178570976
2019-10-23,60.794998,-1.3782429599543917
2019-10-24,60.895,-1.3760753582671952
2019-10-25,61.645,-1.3598186707469722
2019-10-28,62.262501,-1.3464339763464053
2019-10-29,60.822498,-1.3776468814119833
2019-10-30,60.814999,-1.3778094266116023
2019-10-31,62.189999,-1.3480054994911934
2019-11-01,63.955002,-1.3097480298335185
2019-11-04,64.375,-1.3006443281733604
2019-11-05,64.282501,-1.3026492979586046
2019-11-06,64.309998,-1.3020532844429467
2019-11-07,64.857498,-1.2901859025531834
2019-11-08,65.035004,-1.2863383564532307
2019-11-11,65.550003,-1.2751754526982608
2019-11-12,65.489998,-1.2764760960777954
2019-11-13,66.1175,-1.262874624168042
2019-11-14,65.660004,-1.2727911168530448
2019-11-15,66.440002,-1.2558842051831796
2019-11-18,66.775002,-1.24862288475748
2019-11-19,66.572502,-1.25301219038794
2019-11-20,65.797501,-1.2698107891677541
2019-11-21,65.502502,-1.2762050645834582
2019-11-22,65.445,-1.2774514539778423
2019-11-25,66.592499,-1.2525787437474842
2019-11-26,66.072502,-1.2638499820680889
2019-11-27,66.959999,-1.2446129668625752
2019-11-29,66.8125,-1.2478100937326355
2019-12-02,66.040001,-1.2645544602028818
2019-12-03,64.862503,-1.2900774162584652
2019-12-04,65.434998,-1.277668253162612
2019-12-05,66.394997,-1.2568597148123097
2019-12-06,67.677498,-1.229060757477145
2019-12-09,66.730003,-1.24959826433311
2019-12-10,67.120003,-1.241144786822594
2019-12-11,67.692497,-1.228735645402324
2019-12-12,67.864998,-1.2249965855970892
2019-12-13,68.787498,-1.205000859947215
2019-12-16,69.964996,-1.1794779038916317
2019-12-17,70.102501,-1.1764974028016737
2019-12-18,69.934998,-1.1801281280412739
2019-12-19,70.004997,-1.1786108588816362
2019-12-20,69.860001,-1.181753731766546
2019-12-23,71.0,-1.1570435884113903
2019-12-24,71.067497,-1.1555805515613202
2019-12-26,72.477501,-1.1250178923209675
2019-12-27,72.449997,-1.1256140575657094
2019-12-30,72.879997,-1.1162935567207812
2019-12-31,73.412498,-1.1047512869058398
2020-01-02,75.087502,-1.0684445980750081
2020-01-03,74.357498,-1.0842678606303586
2020-01-06,74.949997,-1.0714250991649659
2020-01-07,74.597504,-1.0790655905703872
2020-01-08,75.797501,-1.0530549555647803
2020-01-09,77.407501,-1.0181572663547016
2020-01-10,77.582497,-1.014364125968983
2020-01-13,79.239998,-0.9784368248737068
2020-01-14,78.169998,-1.0016296990692248
2020-01-15,77.834999,-1.0088909978193412
2020-01-16,78.809998,-0.9877573257186348
2020-01-17,79.682503,-0.9688452708588585
2020-01-21,79.142502,-0.9805501075490025
2020-01-22,79.425003,-0.9744267335741349
2020-01-23,79.807503,-0.9661358229388213
2020-01-24,79.577499,-0.971121293814023
2020-01-27,77.237503,-1.0218420721747854
2020-01-28,79.422501,-0.9744809658837025
2020-01-29,81.084999,-0.9384453518983749
2020-01-30,80.967499,-0.9409922329432097
2020-01-31,77.377502,-1.0188075121799272
2020-02-03,77.165001,-1.0234135953195738
2020-02-04,79.712502,-0.9681950250336329
2020-02-05,80.362503,-0.9541058741738562
2020-02-06,81.302498,-0.9337309341930935
2020-02-07,80.0075,-0.961800771293512
2020-02-10,80.387497,-0.953564114643349
2020-02-11,79.902496,-0.9640767942486765
2020-02-12,81.800003,-0.9229472230934287
2020-02-13,81.217499,-0.9355733371031353
2020-02-14,81.237503,-0.9351397387335959
2020-02-18,79.75,-0.9673822340087884
2020-02-19,80.904999,-0.9423469569032282
2020-02-20,80.074997,-0.960337734443442
2020-02-21,78.262497,-0.9996247292839809
2020-02-24,74.544998,-1.0802036887503028
2020-02-25,72.019997,-1.134934558410637
2020-02-26,73.162498,-1.110170182745914
2020-02-27,68.379997,-1.2138336818421194
2020-02-28,68.339996,-1.2147007268521148
2020-03-02,74.702499,-1.0767897626954726
2020-03-03,72.330002,-1.1282150191910283
2020-03-04,75.684998,-1.0554935237195642
2020-03-05,73.230003,-1.1087069724911773
2020-03-06,72.2575,-1.1297865423358167
2020-03-09,66.542503,-1.2536624362131659
2020-03-10,71.334999,-1.1497822896612742
2020-03-11,68.857498,-1.203483569111994
2020-03-12,62.057499,-1.3508775142864329
2020-03-13,69.4925,-1.1897195303270385
2020-03-16,60.552502,-1.3834992022169303
2020-03-17,63.215,-1.3257880048713053
2020-03-18,61.6675,-1.3593309701213656
2020-03-19,61.195,-1.369572683259106
2020-03-20,57.310001,-1.453782302938278
2020-03-23,56.092499,-1.4801723690306066
2020-03-24,61.720001,-1.3581929803193664
2020-03-25,61.380001,-1.3655626786618675
2020-03-26,64.610001,-1.2955505444081072
2020-03-27,61.935001,-1.3535327298969027
2020-03-30,63.702499,-1.3152211796587436
2020-03-31,63.572498,-1.3180390271711657
2020-04-01,60.227501,-1.3905437884846106
2020-04-02,61.232498,-1.3687598922342616
2020-04-03,60.352501,-1.3878343405645734
2020-04-06,65.6175,-1.2737124158481907
2020-04-07,64.857498,-1.2901859025531834
2020-04-08,66.517502,-1.2542043474727567
2020-04-09,66.997498,-1.2438001541621475
2020-04-13,68.3125,-1.2152967186921895
2020-04-14,71.762497,-1.1405160211259138
2020-04-15,71.107498,-1.154713506551325
2020-04-16,71.672501,-1.142466736926007
2020-04-17,70.699997,-1.1635463284462297
2020-04-20,69.232498,-1.1953552253518824
2020-04-21,67.092499,-1.2417409520673355
2020-04-22,69.025002,-1.199852822196811
2020-04-23,68.7575,-1.2056510840968573
2020-04-24,70.7425,-1.1626250511266667
2020-04-27,70.792503,-1.161541206931902
2020-04-28,69.644997,-1.1864140688913434
2020-04-29,71.932503,-1.1368310419011631
2020-04-30,73.449997,-1.103938474205412
2020-05-01,72.267502,-1.129569743151047
2020-05-04,73.290001,-1.107406480840726
2020-05-05,74.389999,-1.0835633824955655
2020-05-06,75.157501,-1.0669273289153707
2020-05-07,75.934998,-1.0500746278794897
2020-05-08,77.532501,-1.0154478184346645
2020-05-11,78.752502,-0.9890035850595181
